Player	Tm	PTS	Age	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF
Kelly Oubre Jr.	PHI	13.2	0.2446225335135869	-0.3432488336432812	0.3729267401448978	1.2947522400716398	0.6957303861651237	0.6259711816511889	0.4138806805691879	0.602381671248049	0.4420053865720477	0.6287125633894947	0.6135943930147785	0.5904269202193634	0.3312735524017099	0.40209548874092926	-0.014747051069845878	0.04826149084924676	0.39887484020397707	0.732366227065258	-0.06206591067554	0.17943320926827483	-0.05411132400878196	2.531283124429495	1.770682529386776	0.349508748681033	2.0821753959655847
Cameron Payne	PHI	5.6	0.4645772485216021	-0.526429009203536	-0.6590515666353798	-0.579458065887022	-0.3651383923828094	-0.299331347890886	-0.040437780221708526	0.7063410887053737	0.36157243357339286	0.8833314984021221	-0.7184694260661821	-0.6120710512390372	-0.7537942928147943	0.42595673731021516	-0.7220969834200426	-0.7816637892904812	-1.5966280824680386	-0.9058885387044131	-0.6281884139521056	-0.7636929222540958	-0.20449864008513724	-0.6787588822544273	0.9035748376504602	-0.3827487415625856	0.3483795409592223
Jalen Pickett	DEN	1.3	-0.6351963265184739	-0.8927893603240455	-0.6590515666353798	-1.2141507989805926	-0.7961163336679072	-0.948666456341465	1.4036458987207845	-0.9570095906118199	-0.9655712909044138	-1.2497025986847954	-0.5973727152406402	-0.7679504179095704	2.3328130437771732	0.9365874566929333	-0.7220969834200426	-0.7816637892904812	-1.5966280824680386	-0.9058885387044131	-1.0201193777589588	-1.0668406073862862	-0.7559187990317731	-1.0800141330899176	-0.18030977701993486	-1.0103980189142585	-1.1253469357961858
Mason Plumlee	LAC	3.2	1.3443961085536629	-0.3432488336432812	-0.6590515666353798	-0.6690617458531731	-0.6303555870197927	-0.6239989021161755	-0.09993186437289743	-0.9570095906118199	-1.0862207204023961	-1.2497025986847954	-0.39554486386473714	-0.2557753559921036	-0.30852740812435625	-0.39009796375936273	-0.2868047173583831	-0.18227330918956655	0.11890056494600518	0.4047152739113237	-0.1927095652778243	-0.05634832361231787	-0.5554023775966328	-0.07687600600119188	-0.18030977701993486	-0.696573380238422	0.5217591264598587
Michael Porter Jr.	DEN	15.8	-0.4152416115104587	0.7558322197182475	1.4049050469251754	1.2648843467495894	0.8614911328132382	0.869471847320156	0.31652672468542453	1.9538540981932686	1.648499681551872	0.7055786569782122	0.29066983081333336	0.2786681868782967	0.3355965318647239	0.5166294818735011	0.20289908196098383	0.23268933088029747	0.5141583653102009	-0.14136964801189997	1.5492058294193005	1.1225593407906453	-0.3548859561614924	0.7256344956697888	0.9035748376504602	0.5587251744649239	0.6084489192101765
Bobby Portis	MIL	16.5	0.2446225335135869	-0.3432488336432812	0.3729267401448978	0.8392668669103714	1.3919255220872049	1.3564731786580901	0.4138806805691879	-0.43721250332519696	-0.28189119041584676	-0.04866988636108058	1.8649270715453774	2.0156097012070973	0.2534599220674586	0.13962175447878414	-0.014747051069845878	0.23268933088029747	0.09145210658738046	2.042970039680995	2.6379029511050027	2.6382977664515983	-0.40501506152027755	-0.07687600600119188	-0.3970866999540138	0.5587251744649239	0.5217591264598587
Kristaps Porzi??is	BOS	12.3	0.2446225335135869	-0.1600686580830264	0.02893397121813859	0.27177689379141423	0.29790459420964877	0.285070249714635	0.3219352777900781	0.49842225379072436	0.56265481607003	0.40772254432193095	0.1695731199877916	0.05598337734896329	0.5214846487743239	0.3782342401716433	0.8558374810534731	0.6476519709501614	0.8984367823309467	-0.25058663239654466	0.5476044774684536	0.31416551377147073	-0.3548859561614924	0.3243792448342983	2.6377902211230926	-0.2781405286706401	0.4350693337095405
Dwight Powell	DAL	0.5	1.1244413935456476	0.9390123952785023	-0.6590515666353798	-1.2365517189721305	-0.9950292296456446	-1.0785334780315807	-0.40281083823349517	-0.9570095906118199	-1.0862207204023961	-1.2497025986847954	-0.8395661368917239	-0.8792928226742371	-0.550614258053138	-0.6573439477353648	-0.5588623836469203	-0.5511289892516679	0.234184090052229	-0.6874545699351235	-0.8459278382892462	-0.8647421506314925	-0.8060479043905583	-0.8793865076721725	-0.8306405458221718	-0.8011815931303675	-0.7785877647949133
Norman Powell	LAC	12.8	0.6845319635296173	-0.3432488336432812	-0.6590515666353798	0.7347292402831952	0.3973610421985174	0.5448042930948666	0.10018460049928311	1.3300975934493213	0.8441701515653224	0.9025480217993016	0.008110838887069144	0.25639970592536326	-0.23503675725311887	0.2971059950360712	0.3661336817341062	0.3710102109035854	0.5992485862219376	-0.3598036167811894	-0.14916168041039632	-0.2247637042413126	-0.7559187990317731	-0.07687600600119188	-0.8306405458221718	0.24490053578908738	1.4753468467133577
Taurean Prince	LAL	7.4	0.4645772485216021	-0.526429009203536	-0.6590515666353798	0.16723926716423773	-0.23252979506431778	-0.16946432620077023	0.03528196324344068	0.08258458396142604	0.2811394805747378	0.16271187100789317	-0.3148137233143759	-0.38938624170970365	0.5301306077003518	0.13962175447878414	0.14848754870327646	-0.04395242916627855	1.1482177533944313	-0.6874545699351235	-0.1927095652778243	-0.3594960087445084	-0.6055314829554178	-0.6787588822544273	0.036467145914144204	-0.8011815931303675	0.1749999554585861
